Title,Cluster
Print Blood Friend for Bangalore traffic police by Mudra Communications Pvt. Ltd. - Don't talk while he drives,3
Print Blood Girl Friend for Bangalore traffic police by Mudra Communications Pvt. Ltd. - Don't talk while she drives,1
Print Blood Housewife for Bangalore traffic police by Mudra Communications Pvt. Ltd. - Don't talk while he drives,1
Events Walls Are Dancing for Dulux Valentine by BETC Paris - The multi-media piece of ars was initiated by American mural painter Matt W. Moore (alias MWM)...,2
Promotional Products Old is the New New for HOPE worldwide by Dentsu Marcom Pvt. Ltd.,3
Poster Son for  by Network Advertising Pvt Ltd - Smoking. Pleasure for you. Poison for your family. Quit smoking now,3
Poster Mother for  by Network Advertising Pvt Ltd - Smoking. Pleasure for you. Poison for your family. Quit smoking now,3
Poster Father for  by Network Advertising Pvt Ltd - Smoking. Pleasure for you. Poison for your family. Quit smoking now,3
Television & Cinema Fevicol Mooch for Fevicol Adhesive by Ogilvy India,1
Case Study Women Against Lazy Stubble for Gillette by RK Swamy BBDO,0
Radio Pleasure Of Mixing for Bajaj by Leo Burnett India,4
Case Study Tide Magttraction for Tide by Leo Burnett India,0
Case Study Tide Magttraction for Tide by Leo Burnett India,0
Outdoor/Out of Home Baby for The Economist by Ogilvy India,4
Outdoor/Out of Home Whale for The Economist by Ogilvy India,0
Outdoor/Out of Home PUPPY LOVE for  by DDB Mudra,4
Outdoor/Out of Home JUST MARRIED for  by DDB Mudra,4
Outdoor/Out of Home Waiting Friend for  by DDB Mudra,4
Outdoor/Out of Home Assembly Line for  by Creativeland Asia,1
Outdoor/Out of Home Mango Surprise for Frooti Mango Drink by Creativeland Asia,1
Outdoor/Out of Home Apparatus for Cholayil by Creativeland Asia,1
"Packaging, Branding & Design Beer for Publicis Communications by Publicis India - Mumbai",1
"Packaging, Branding & Design Mountain for Publicis Communications by Publicis India - Mumbai",1
"Packaging, Branding & Design Sky for Publicis Communications by Publicis India - Mumbai",1
"Packaging, Branding & Design Stamps for India Post by Ogilvy India",0
Television & Cinema Bus Driver for Breakthrough Trust by Ogilvy India,1
Television & Cinema Software Engineer for Breakthrough Trust by Ogilvy India,1
Print Funeral for F 70 Camera by RMG Connect,4
Print Poker for F 70 Camera by RMG Connect,4
Print Airport for F 70 Camera by RMG Connect,1
Print Spiritual Guru for Conqueror by Taproot,0
Print Royal Rajput for Conqueror by Taproot,0
Print Kathakali Dancer for Conqueror by Taproot,0
Print Ink for Tide Dirt Magnets by Leo Burnett India,1
Print Egg for Tide Dirt Magnets by Leo Burnett India,0
Print Kathakali Dancer for Conqueror Papers by Taproot,0
Print Coffee for Tide Dirt Magnets by Leo Burnett India,1
Print Bow Wow for Bow Wow Dog Training by Percept/H Pvt. Ltd.,3
Corporate/Brand Identity Turntable for DJ Mohit by McCann Mumbai,1
Print Fair / Dark for Western Union by McCann New Dehli - Fast worldwide money transfer.,3
Print Husband / Wife for Western Union by McCann New Dehli - Fast worldwide money transfer.,3
Print Son / Mother for Western Union by McCann New Dehli - Fast worldwide money transfer.,3
Print Gorilla for People for animals by Publicis India - Gorillas are not forever,4
Print Tiger for People for animals by Publicis India - Tigers are not forever,4
Television All You Can Eat for Volkswagen by AlmapBBDO  - Das Auto.,3
Print Gold Fish for Scrabble by Ogilvy India - The surprising power of words,0
Print Mouse for Scrabble by Ogilvy India - The surprising power of words,0
Print Squirrel for Scrabble by Ogilvy India - The surprising power of words,0
Print Toxic fumes for Concern India Foundation by Ogilvy Bangalore - 1 bus means 40 less autos spewing toxic fumes,1
Print Parking space for Concern India Foundation by Ogilvy Bangalore - 1 bus means 40 less cars fighting for parking space.,3
Print Traffic jam for Concern India Foundation by Ogilvy Bangalore - 1 bus means 40 less bikes stuck in a traffic jam.,3
Television Buttons for Sugar Free D'Lite by Rediffusion-Y&R - Light & Healthy,4
"Television Squirrels for Kit Kat by J. Walter Thompson Delhi - Have a break, have a Kit Kat.",3
"Television & Cinema Album CD for Sleepwell Mattress by Y&R, Delhi - The tone of the communication is humorous, but at the same time provocative, as it jolt...",2
Television & Cinema Bank Clerck for Breakthrough Trust by Ogilvy India,1
Television Rail Gaadi for Indian Railways by Ogilvy India,1
Television Neighbours for Getxophoto - PhotoFestival by Contrapunto BBDO Barcelona,4
Print India for Fiat GPS Data Upload by Marcel - Find your way everywhere in the world,3
"Print A Little Means A Lot for IBM by Ogilvy Paris - In India, tiny loans can make an even bigger difference",3
Television Endless Goodbye for Airtel by J. Walter Thompson Delhi - Now you are never apart,4
Print Zebra Crossing 1 for MP Police by DDB Mudra - Drive carefully through residential lanes,3
Print Zebra Crossing 2 for MP Police by DDB Mudra - Drive carefully through residential lanes,3
Print Zebra Crossing 3 for MP Police by DDB Mudra - Drive carefully through residential lanes,3
Case Study Little Boy for Chetana Foundation by DDB Mudra,1
Case Study Little Boy 2 for Chetana Foundation by DDB Mudra,4
Case Study Mother and Child for Chetana Foundation by DDB Mudra,1
Television Notepad for Essar by Ogilvy India,1
Television Come Together for Tata by Ogilvy India - A new breed,4
Newspaper Bluetooth for Sharp Mobiles by Hakuhodo Percept - Introducing solar Mobile Phones for the first time in India,1
Newspaper Earphone for Sharp Mobiles by Hakuhodo Percept - introducing solar mobile Phones for the first time in India,1
"Television Karate for Scrabble by Ogilvy India - Play Scrabble, Learn More Words",4
Television Drunkard for LJ Collective by BBDO India - Learn the Blues,4
Web Advertising/Banners It's Raining Creativity & Services for Reflect Media by Reflect Media - Message: What services to choose from? Thru the raining cre...,2
Television & Cinema Hands for Madhya Pradesh Tourism by Ogilvy India - The heart of incredible India,1
Television The Visit  for Centre for Social Research by DDB Mudra Group - Your daughter will make you proud someday. Treat her the same as your son. ,3
"Print Boss for Onida Mobiles by McCann Mumbai - If you're on the phone, you're not watching the road",1
"Print Mom for Onida Mobiles by McCann Mumbai - If you're on the phone, you're not watching the road",1
"Print Girlfriend for Onida Mobiles by McCann Mumbai - If you're on the phone, you're not watching the road",1
Print Gandhi for Happydent by McCann Mumbai - Giving millions a reason to smile.,3
Print Mandela for Happydent by McCann Mumbai - Giving millions a reason to smile.,3
Print Mother Teresa for Happydent by McCann Mumbai - Giving millions a reason to smile.,3
Television & Cinema Magician for National Geographic Channel by  Wunderman Thompson South Asia,4
Television Super ZooZoos for Vodafone 3G by Ogilvy India - Faster Smarter Better,1
Case Study New National Animal for Sanctuary Asia by Contract Advertising,3
Print Zero to Sixty in 6 Months for Royal Enfield by Wieden + Kennedy,0
Television & Cinema Handcrafted in Chennai for Royal Enfield by Wieden + Kennedy,3
"Television Hide & Seek for Panasonic India by Dentsu India - Â 
<input id=""gwProxy"" type=""hidden"" /><!--Session data--><input id=""jsProx...",2
Print Condom Cage for YRG Care by 1pointsize - Keep it safe. Keep out AIDS.,3
Print Boardroom for Sanitol by McCann New Dehli - Touch him. And you touch everything he's touched.,3
Print Gym for Sanitol by McCann New Dehli - Touch him. And you touch everything he's touched.,3
Print Urinal for Sanitol by McCann New Dehli - Touch him. And you touch everything he's touched.,3
Television Cheetah for LMN Lemon Aqua by Creativeland Asia - Thirsty? Lemon,1
Television Tap for LMN Lemon Aqua by Creativeland Asia - Thirsty? Lemon,3
Television Last Drop for LMN Lemon Aqua by Creativeland Asia - Thirsty? Lemon,4
Print Dear Prime Minister for Awareness for Bhopal victims by Leo Burnett India,1
Print Bell Calling for Staedtler by Bates India Pvt. Ltd - History is written by those who never stop,3
Print Conquering Mt Everest for Staedtler by Bates India Pvt. Ltd - History is written by those who never stop,0
Print Man on the Moon for Staedtler by Bates India Pvt. Ltd - History is written by those who never stop,0
"Packaging, Branding & Design Never Wasted for Lee by Happy Creative Services - 

The âNever Wastedâ bag, a shopping bag that redefines recyclin...",3
Television Yards for Nike Cricket by J. Walter Thompson Bangalore - Just Do It.,3
Print Eye for Apsara by Ogilvy India - The Indian market is cluttered with too many local and branded  stationery items. The shops are often small and jam-...,2
Television & Cinema Cleaning Lady for Sanitol by McCann Mumbai,1
Poster Winter Collection (White Dress) for New Ark Mission of India by Ogilvy Bangalore - It's the winter months that takes its most violent toll on India'...,2
Poster Winter Collection (Long Dress) for New Ark Mission of India by Ogilvy Bangalore - It's the winter months that takes its most violent toll on India's...,2
Poster Winter Collection (Short Dress) for New Ark Mission of India by Ogilvy Bangalore - It's the winter months that takes its most violent toll on India'...,2
"Case Study Braille Ad for Akanksha by ELEVEN Brandworks - The ad projects illiteracy as a disability, which it truly is. By clearly showing how even the bl...",2
Print Opener  for Durex by Vishaka Communications Pvt.Limited. - Sonu Chandra,3
Print Question mark 1 for Aashray Adhikar Abhiyan by Rediffusion-Y&R - 37% of Indians live in poverty which puts a question mark on their future. Donate To...,2
Print Question mark 2 for Aashray Adhikar Abhiyan by Rediffusion-Y&R - 37% of Indians live in poverty which puts a question mark on their future. Donate To...,2
Print Question mark 3 for Aashray Adhikar Abhiyan by Rediffusion-Y&R - 37% of Indians live in poverty which puts a question mark on their future. Donate To...,2
Television United by Blue for Nike Cricket by J. Walter Thompson Bangalore - Just Do It.,3
Print Women for The Resort by Origin Beanstalk,0
Print Men for The Resort by Origin Beanstalk,0
Print Couple for The Resort by Origin Beanstalk,4
Direct Marketing Sketchup Table Mats for Heinz by Leo Burnett India,1
Case Study Fire Scooter for Republic of Chicken by McCann Mumbai,1
Television Mashendra Singh Dhoni - India National Cricket Team for Reebok by DDB Berlin - More Energy.,3
Television Yuvraj Singh - India National Cricket Team for Reebok by DDB Berlin - More Energy.,3
Print Flipped City - India for Philips Electronics India Limited by Mudra Communications Pvt Ltd - Noise Reduction Headphones,1
Print Flipped City - New York for Philips Electronics India Limited by Mudra Communications Pvt Ltd - Noise Reduction Headphones,1
Print Flipped City - Tokyo for Philips Electronics India Limited by Mudra Communications Pvt Ltd - Noise Reduction Headphones,1
"Magazine Custom Publishing Braille Ad for Akanksha by ELEVEN Brandworks - The ad projects illiteracy as a disability, which it truly is. By clearly showing...",2
Case Study The Gandhi Font for Leo Burnett India by Leo Burnett India,1
Outdoor/Out of Home Dalai Lama for Audio Book India by Taproot Dentsu,1
Outdoor/Out of Home Nelson Mandela for Audio Book India by Taproot Dentsu,1
Outdoor/Out of Home Hitler for Audio Book India by Taproot Dentsu,4
Television & Cinema The Silent National Anthem for Reliance Media Works by Mudra Communications Pvt Ltd,1
Case Study Silent National Anthem for RELIANCE MEDIA WORKS by DDB Mudra,1
Outdoor/Out of Home Nuclear for White Collar Hippies by RK Swamy BBDO,4
Outdoor/Out of Home Sea Level for White Collar Hippies by RK Swamy BBDO - The World Has Less Time Left,3
Outdoor/Out of Home Osama/Bush for Sammy 400 by Sorento Healthcare Communications - when they rub each other the wrong way,3
Outdoor/Out of Home Batman/Joker for Sammy 400 by Sorento Healthcare Communications - when they rub each other the wrong way,3
"Gillette - ""Shave Sutra""",3
Case Study Silent National Anthem for Reliance Media Works by Mudra Communications Pvt. Ltd. - India is the language capital of the world with 21 official...,2
Case Study We Mixed India! for Tata Sky by Maxus India,1
Case Study The World's First Newspaper On 100% Recycled Newsprint for Garnier by Lodestar UM,3
"Packaging, Branding & Design Frozen Food for PE Electronics by Mudra Communications Pvt. Ltd. - We created graphic posters that separated every layer of a...",2
"Packaging, Branding & Design Immigration Stamps for Yatra Online by TBWA\Anthem Private Limited - We decided to give Yatra.com clients a new approach - tra...",2
"Packaging, Branding & Design Dwarf Depression 1 for Loving Hands Ministry by Mudra Communications Pvt. Ltd. - Find a way to talk about a sensitive subject,...",2
"Packaging, Branding & Design Dwarf Depression 1 for Loving Hands Ministry by Mudra Communications Pvt. Ltd. - Find a way to talk about a sensitive subject,...",2
"Packaging, Branding & Design Disappearing Discounts for R I AYURVEDA RESEARCH LABS by Mudra Communications Pvt. Ltd. - People are exposed to hundreds of of...",2
Outdoor/Out of Home Save Trees. Nurture Life. for Sanctuary Asia by OgilvyOne Worldwide - Save trees. Nurture life.,3
Television Epson See Beyond the Usual for Epson India by OpusCDM - The first of 6 TVCs in Epson's new 'See Beyond the Usual' brand campaign for India.,1
"Print India for El Al by McCann Tel Aviv - Fall asleep in Tel Aviv, wake up in India",0
Billboard Floating Billboard for Sugar Free by Rediffusion-Y&R,4
Television Family Vacation for Sony by 180LA - make.believe,4
Web Film He's Always on Facebook for Vodafone by Ogilvy Bangalore,4
Television & Cinema Flyboy for Volkswagen by DDB Mudra - You'll do anything to drive it.,3
Television The Chase for Tata by Ogilvy India - Luxury And Thrills,1
Television Cafe for Flipkart.com by Happy Creative Services - No Kidding. No Worries.,3
Television Couple for Flipkart.com by Happy Creative Services - No Kidding. No Worries.,3
Television Office for Flipkart.com by Happy Creative Services - No Kidding. No Worries.,3
Television Parlour for Flipkart.com by Happy Creative Services - No Kidding. No Worries.,3
